,Car code,Consumption load (KWH) per 100 km,The amount of residual load KWH,KWH energy storage power,Power supply generation capacity (KW),Power supply capacity KW,Ms data recording time,Electricity price per hour KW,Traffic situation,Time to reach power supply ms,Distance traveled Km,Maximum number of cars in a crowd (cars),Charging / discharging frequency,Consumption range per km,Charger standard,Battery Type,
,80058,55,153,208,416,3328,82,501,heavy,42,60,71,1,2,1,Nickel-iron battery,
,80063,64,176,240,1200,9600,77,520,smooth,51,11,298,1,1,2,Acid battery,
,80081,25,575,600,2400,19200,37,239,semi-heavy,26,41,54,2,2,1,On-air battery,
,80830,68,52,120,1440,11520,80,444,smooth,40,80,140,1,2,1,Aluminum battery - air,
,81341,40,200,240,960,7680,53,510,smooth,50,69,123,2,1,3,Molten salt battery,
,81250,61,239,300,1500,12000,99,410,heavy,11,22,39,2,1,2,Zinc-bromine battery,
,80925,44,160,204,1836,14688,116,476,smooth,27,43,151,2,1,2,Oxidation battery ‌ Vanadium reduction,
,80915,75,525,600,6000,48000,71,223,semi-heavy,33,39,52,1,1,2,Nickel-Cadmium battery,
,80741,47,253,300,4500,36000,107,427,smooth,54,5,103,2,2,2,Nickel battery - metal hydride,
,80683,79,41,120,1560,12480,61,253,heavy,19,47,161,1,1,1,Nickel-iron battery,
,80709,71,169,240,2880,23040,96,453,semi-heavy,21,79,27,2,2,3,Acid battery,
,80413,49,159,208,2288,18304,103,267,smooth,40,44,89,2,2,1,On-air battery,
,80122,38,82,120,1440,11520,50,224,semi-heavy,15,41,107,2,1,2,Aluminum battery - air,
,80250,37,263,300,4500,36000,96,520,smooth,56,15,292,1,1,3,Molten salt battery,
,80161,27,213,240,1440,11520,48,455,heavy,31,51,30,1,1,1,Zinc-bromine battery,
,79898,50,70,120,1920,15360,57,468,smooth,37,79,49,2,1,3,Oxidation battery ‌ Vanadium reduction,
,79966,39,561,600,9000,72000,44,200,semi-heavy,24,48,226,2,1,3,Nickel-Cadmium battery,
,79800,61,147,208,3120,24960,114,438,smooth,28,38,277,2,2,2,Nickel battery - metal hydride,
,79691,66,54,120,960,7680,118,273,heavy,56,8,179,1,1,3,Nickel-iron battery,
,79486,59,181,240,3600,28800,31,210,smooth,55,26,169,2,2,2,Acid battery,
,78896,21,99,120,1800,14400,66,523,semi-heavy,38,70,54,1,2,1,On-air battery,
,78968,61,147,208,1664,13312,74,478,smooth,10,80,106,2,2,3,Aluminum battery - air,
,78983,47,553,600,3000,24000,44,309,smooth,20,26,246,2,2,2,Molten salt battery,
,78990,44,164,208,416,3328,52,295,heavy,43,10,69,2,1,1,Zinc-bromine battery,
,78826,72,168,240,3360,26880,32,429,smooth,50,63,116,2,2,2,Oxidation battery ‌ Vanadium reduction,
,78836,46,554,600,3000,24000,60,412,semi-heavy,22,65,284,2,2,2,Nickel-Cadmium battery,
,78609,72,48,120,1440,11520,77,215,smooth,25,43,289,1,2,2,Nickel battery - metal hydride,
,78622,47,193,240,720,5760,56,318,heavy,42,23,92,1,1,3,Nickel-iron battery,
,78876,80,220,300,1500,12000,45,491,semi-heavy,57,77,106,2,2,2,Acid battery,
,79073,33,171,204,408,3264,40,425,smooth,19,61,102,1,1,3,On-air battery,
,79084,31,569,600,2400,19200,39,257,semi-heavy,38,21,20,2,1,1,Aluminum battery - air,
,79280,72,228,300,3300,26400,42,215,smooth,56,13,54,2,1,2,Molten salt battery,
,79382,60,60,120,840,6720,96,209,heavy,46,30,174,2,2,3,Zinc-bromine battery,
,79206,21,219,240,1200,9600,106,472,smooth,29,79,34,2,1,3,Oxidation battery ‌ Vanadium reduction,
,79218,72,136,208,2704,21632,84,279,semi-heavy,49,7,183,1,1,1,Nickel-Cadmium battery,
,79263,74,46,120,1320,10560,100,326,smooth,55,62,239,1,1,3,Nickel battery - metal hydride,
,78249,41,259,300,4200,33600,120,468,heavy,43,63,253,1,1,1,Nickel-iron battery,
,78049,72,168,240,2640,21120,64,283,smooth,48,31,259,2,1,3,Acid battery,
,77714,34,86,120,600,4800,40,484,semi-heavy,59,22,106,2,2,3,On-air battery,
,77704,27,573,600,3600,28800,56,350,smooth,37,70,66,1,2,1,Aluminum battery - air,
,77961,67,141,208,2704,21632,52,296,smooth,44,26,150,1,2,1,Molten salt battery,
,77975,66,54,120,1560,12480,73,202,heavy,19,54,237,2,1,3,Zinc-bromine battery,
,77414,41,199,240,720,5760,75,240,smooth,11,13,224,2,2,1,Oxidation battery ‌ Vanadium reduction,
,76825,37,83,120,1320,10560,116,235,semi-heavy,52,66,184,2,2,3,Nickel-Cadmium battery,
,76616,53,155,208,2288,18304,55,394,smooth,30,79,265,2,2,1,Nickel battery - metal hydride,
,76678,75,525,600,6000,48000,59,546,heavy,37,25,98,2,2,2,Nickel-iron battery,
,76766,64,144,208,832,6656,58,292,semi-heavy,47,48,30,1,1,2,Acid battery,
,76792,28,212,240,960,7680,120,203,smooth,36,13,270,2,1,3,On-air battery,
,76816,71,529,600,8400,67200,100,247,semi-heavy,25,40,144,2,2,1,Aluminum battery - air,
,76827,35,85,120,1320,10560,101,268,smooth,39,66,114,2,1,3,Molten salt battery,
,76975,39,201,240,2160,17280,58,393,heavy,48,34,37,1,2,2,Zinc-bromine battery,
,77000,53,247,300,3600,28800,73,406,smooth,14,22,115,1,2,3,Oxidation battery ‌ Vanadium reduction,
,77189,56,148,204,816,6528,96,212,semi-heavy,19,67,211,1,2,2,Nickel-Cadmium battery,
,77599,57,543,600,7200,57600,81,497,smooth,32,34,113,1,1,1,Nickel battery - metal hydride,
,77658,75,225,300,1500,12000,64,354,heavy,54,65,224,1,1,1,Nickel-iron battery,
,77698,51,69,120,1200,9600,91,304,smooth,15,35,132,1,1,2,Acid battery,
,77800,21,219,240,1920,15360,37,507,semi-heavy,40,22,297,1,1,3,On-air battery,
,77847,67,141,208,1248,9984,56,459,smooth,40,35,195,1,1,2,Aluminum battery - air,
,77863,61,59,120,840,6720,114,380,smooth,33,17,197,2,1,1,Molten salt battery,
,77574,24,276,300,3900,31200,86,469,heavy,17,25,179,2,2,2,Zinc-bromine battery,
,77590,70,170,240,1920,15360,35,234,smooth,19,30,195,1,2,2,Oxidation battery ‌ Vanadium reduction,
,77602,62,58,120,1080,8640,94,308,semi-heavy,15,13,223,2,2,1,Nickel-Cadmium battery,
,77475,73,527,600,5400,43200,83,497,smooth,40,64,171,2,1,1,Nickel battery - metal hydride,
,77135,31,177,208,2080,16640,59,402,heavy,38,80,123,1,1,2,Nickel-iron battery,
,76766,25,95,120,1680,13440,120,501,semi-heavy,38,79,96,1,1,1,Acid battery,
,76789,71,169,240,2640,21120,83,464,smooth,34,31,150,2,2,1,On-air battery,
,76800,55,65,120,480,3840,116,219,semi-heavy,56,40,270,2,2,1,Aluminum battery - air,
,76285,24,184,208,2912,23296,47,372,smooth,54,5,249,1,1,3,Molten salt battery,
,76315,34,566,600,4200,33600,33,254,heavy,52,59,201,1,1,2,Zinc-bromine battery,
,76329,63,145,208,1664,13312,61,355,smooth,30,21,281,1,2,3,Oxidation battery ‌ Vanadium reduction,
,76332,22,218,240,480,3840,76,412,semi-heavy,10,79,151,2,2,3,Nickel-Cadmium battery,
,76639,65,535,600,1800,14400,97,505,smooth,58,19,46,1,2,2,Nickel battery - metal hydride,
,76737,52,68,120,1800,14400,59,487,heavy,34,75,110,1,1,3,Nickel-iron battery,
,77230,47,193,240,2400,19200,87,461,smooth,42,17,176,2,1,3,Acid battery,
,77485,52,248,300,1800,14400,32,480,semi-heavy,41,64,76,1,1,2,On-air battery,
,77502,74,130,204,1428,11424,92,228,smooth,44,48,77,2,2,2,Aluminum battery - air,
,77523,40,560,600,4800,38400,110,215,smooth,33,69,148,2,1,3,Molten salt battery,
,77548,25,275,300,4200,33600,72,392,heavy,12,78,163,2,2,2,Zinc-bromine battery,
,77584,32,88,120,1320,10560,61,549,smooth,60,10,224,1,1,2,Oxidation battery ‌ Vanadium reduction,
,77616,55,185,240,1680,13440,30,432,semi-heavy,35,25,297,2,1,1,Nickel-Cadmium battery,
,77647,33,175,208,3120,24960,102,203,smooth,10,54,252,2,1,3,Nickel battery - metal hydride,
,77689,70,50,120,240,1920,81,210,heavy,28,24,92,1,2,2,Nickel-iron battery,
,77804,20,280,300,2400,19200,113,428,semi-heavy,15,23,156,2,1,1,Acid battery,
,77860,55,185,240,1440,11520,118,341,smooth,50,40,223,1,1,2,On-air battery,
,78107,31,89,120,1560,12480,104,468,semi-heavy,19,45,209,1,1,3,Aluminum battery - air,
,78132,28,572,600,7200,57600,56,281,smooth,55,60,200,1,2,1,Molten salt battery,
,78383,73,135,208,3120,24960,34,405,heavy,13,5,258,1,1,1,Zinc-bromine battery,
,78471,67,53,120,1080,8640,111,404,smooth,43,10,287,1,2,3,Oxidation battery ‌ Vanadium reduction,
,78247,71,169,240,2640,21120,35,210,semi-heavy,52,47,105,2,1,2,Nickel-Cadmium battery,
,78339,60,60,120,1920,15360,112,533,smooth,38,62,260,2,1,1,Nickel battery - metal hydride,
,78651,28,180,208,1040,8320,88,480,heavy,13,49,192,2,2,2,Nickel-iron battery,
,79302,27,573,600,3600,28800,89,462,smooth,50,77,157,1,1,1,Acid battery,
,79390,77,131,208,2704,21632,72,464,semi-heavy,24,55,131,2,1,3,On-air battery,
,79425,46,194,240,3840,30720,75,332,smooth,17,33,125,1,1,3,Aluminum battery - air,
,79596,36,564,600,3000,24000,106,234,smooth,34,5,192,1,1,2,Molten salt battery,
,79755,25,95,120,1080,8640,109,412,heavy,50,35,286,2,1,1,Zinc-bromine battery,
,79785,44,196,240,2640,21120,88,290,smooth,53,61,217,1,2,1,Oxidation battery ‌ Vanadium reduction,
,79826,40,260,300,4200,33600,57,308,semi-heavy,14,55,126,1,1,3,Nickel-Cadmium battery,
,79942,48,156,204,408,3264,70,480,smooth,37,76,99,1,1,3,Nickel battery - metal hydride,
,79969,34,566,600,4200,33600,77,482,heavy,27,71,27,1,1,1,Nickel-iron battery,
,79697,56,244,300,4500,36000,52,454,semi-heavy,17,56,30,1,2,1,Acid battery,
,79680,22,98,120,1440,11520,75,304,smooth,19,67,278,1,1,2,On-air battery,
,79744,41,199,240,720,5760,117,494,semi-heavy,16,14,217,1,1,2,Aluminum battery - air,
,79858,56,152,208,1664,13312,109,354,smooth,29,34,63,1,2,2,Molten salt battery,
,80127,63,57,120,840,6720,35,347,heavy,48,5,209,2,1,1,Zinc-bromine battery,
,80142,78,222,300,2700,21600,90,263,smooth,19,35,83,2,1,2,Oxidation battery ‌ Vanadium reduction,
,79963,30,210,240,3840,30720,93,457,semi-heavy,10,39,59,1,2,3,Nickel-Cadmium battery,
,79957,75,45,120,720,5760,40,242,smooth,14,76,216,1,1,1,Nickel battery - metal hydride,
,80129,51,549,600,3000,24000,120,407,heavy,33,19,191,2,2,1,Nickel-iron battery,
,80344,21,187,208,2288,18304,94,460,smooth,42,46,189,1,2,1,Acid battery,
,81077,64,56,120,1320,10560,30,463,semi-heavy,27,49,294,2,1,2,On-air battery,
,81194,29,211,240,1920,15360,112,345,smooth,49,7,275,2,1,1,Aluminum battery - air,
,81124,29,91,120,1920,15360,107,239,smooth,42,64,122,1,1,2,Molten salt battery,
,81124,74,134,208,1872,14976,111,252,heavy,22,66,176,2,1,2,Zinc-bromine battery,
,81146,32,568,600,6000,48000,38,343,smooth,56,7,281,2,2,2,Oxidation battery ‌ Vanadium reduction,
,80921,35,173,208,1040,8320,68,509,semi-heavy,14,63,81,1,2,2,Nickel-Cadmium battery,
,80713,76,164,240,1680,13440,50,300,smooth,58,39,42,2,1,3,Nickel battery - metal hydride,
,80607,47,553,600,3000,24000,76,434,heavy,49,11,169,2,2,2,Nickel-iron battery,
,80511,57,63,120,1320,10560,80,340,semi-heavy,27,22,204,1,2,3,Acid battery,
,80513,58,182,240,1680,13440,91,287,smooth,51,74,290,1,2,1,On-air battery,
,80288,53,247,300,1200,9600,85,205,semi-heavy,38,34,56,2,2,2,Aluminum battery - air,
,80293,41,163,204,2448,19584,30,229,smooth,40,46,296,1,2,2,Molten salt battery,
,79758,25,575,600,2400,19200,74,206,heavy,21,38,148,2,1,1,Zinc-bromine battery,
,79855,76,224,300,3900,31200,41,260,smooth,35,69,204,2,1,3,Oxidation battery ‌ Vanadium reduction,
,79870,44,76,120,1800,14400,34,280,semi-heavy,42,75,177,1,1,3,Nickel-Cadmium battery,
,79564,58,182,240,2400,19200,42,319,smooth,31,48,216,2,2,1,Nickel battery - metal hydride,
,79426,63,145,208,2288,18304,90,533,heavy,40,79,147,2,1,3,Nickel-iron battery,
,79465,62,58,120,720,5760,58,247,smooth,20,28,270,2,1,2,Acid battery,
,79285,24,276,300,3300,26400,79,468,semi-heavy,26,71,110,1,1,2,On-air battery,
,78990,30,210,240,720,5760,64,311,smooth,28,20,177,2,1,1,Aluminum battery - air,
,78859,69,51,120,600,4800,90,241,smooth,13,53,155,2,1,2,Molten salt battery,
,78867,72,528,600,5400,43200,117,475,heavy,25,17,196,2,1,2,Zinc-bromine battery,
,78736,22,186,208,1664,13312,42,425,smooth,14,66,219,1,2,3,Oxidation battery ‌ Vanadium reduction,
,78652,80,40,120,1560,12480,54,218,semi-heavy,33,17,167,2,2,2,Nickel-Cadmium battery,
,78665,75,165,240,2160,17280,65,485,smooth,60,51,22,1,1,1,Nickel battery - metal hydride,
,78704,60,60,120,840,6720,37,383,heavy,52,48,25,1,1,1,Nickel-iron battery,
,78799,71,137,208,1456,11648,83,450,semi-heavy,60,6,72,2,1,3,Acid battery,
,78765,60,540,600,7800,62400,35,407,smooth,51,25,63,1,1,3,On-air battery,
,78659,22,186,208,3120,24960,54,518,semi-heavy,49,59,139,1,2,2,Aluminum battery - air,
,78632,65,175,240,2160,17280,78,534,smooth,29,68,152,2,1,2,Molten salt battery,
,78700,76,524,600,8400,67200,52,324,heavy,36,54,165,1,1,3,Zinc-bromine battery,
,78881,35,85,120,360,2880,43,500,smooth,41,16,113,1,1,3,Oxidation battery ‌ Vanadium reduction,
,78985,36,204,240,3600,28800,69,366,semi-heavy,37,11,171,2,2,2,Nickel-Cadmium battery,
,79377,80,220,300,2100,16800,64,211,smooth,57,33,299,2,2,1,Nickel battery - metal hydride,
,79490,71,133,204,1428,11424,83,526,heavy,60,78,173,1,1,1,Nickel-iron battery,
,79509,49,551,600,7800,62400,34,291,smooth,27,52,72,1,2,3,Acid battery,
,79658,40,260,300,2700,21600,88,511,semi-heavy,17,10,237,2,2,3,On-air battery,
,79620,50,70,120,1080,8640,69,209,smooth,45,56,113,1,1,1,Aluminum battery - air,
,79692,41,199,240,1680,13440,89,517,smooth,43,46,213,2,2,3,Molten salt battery,
,79735,78,130,208,1872,14976,60,518,heavy,49,17,250,1,2,3,Zinc-bromine battery,
,80162,79,41,120,600,4800,92,275,smooth,60,57,179,2,2,3,Oxidation battery ‌ Vanadium reduction,
,80670,62,238,300,2400,19200,110,512,semi-heavy,20,66,257,2,1,3,Nickel-Cadmium battery,
,80863,63,177,240,960,7680,39,524,smooth,20,66,139,2,1,2,Nickel battery - metal hydride,
,80933,24,96,120,1680,13440,35,422,heavy,21,46,250,2,2,3,Nickel-iron battery,
,81181,21,579,600,7200,57600,59,362,semi-heavy,20,10,155,2,1,2,Acid battery,
,81509,63,145,208,1872,14976,98,291,smooth,30,44,20,1,1,3,On-air battery,
,81420,48,72,120,720,5760,62,394,semi-heavy,55,59,148,1,2,2,Aluminum battery - air,
,81491,46,194,240,1440,11520,68,453,smooth,54,51,205,1,2,1,Molten salt battery,
,81533,79,41,120,840,6720,119,400,heavy,12,35,275,2,2,3,Zinc-bromine battery,
,81415,46,162,208,1456,11648,116,212,smooth,30,5,290,1,1,2,Oxidation battery ‌ Vanadium reduction,
,81265,34,566,600,1800,14400,104,526,semi-heavy,44,32,222,2,2,3,Nickel-Cadmium battery,
,81384,78,130,208,3120,24960,69,417,smooth,45,33,164,1,1,2,Nickel battery - metal hydride,
,81285,59,181,240,1440,11520,32,319,heavy,13,69,158,1,1,3,Nickel-iron battery,
,81313,64,536,600,4200,33600,76,374,smooth,40,10,105,2,2,3,Acid battery,
,81579,48,72,120,1680,13440,89,257,semi-heavy,14,37,90,2,1,2,On-air battery,
,81763,79,161,240,3600,28800,71,518,smooth,41,34,218,1,1,2,Aluminum battery - air,
,81661,71,229,300,4800,38400,67,474,smooth,45,5,288,2,1,2,Molten salt battery,
,81659,29,175,204,2244,17952,37,441,heavy,14,28,99,2,1,3,Zinc-bromine battery,
,81656,76,524,600,3000,24000,55,320,smooth,47,10,52,1,1,3,Oxidation battery ‌ Vanadium reduction,
,81741,69,231,300,4500,36000,111,235,semi-heavy,11,32,62,2,1,3,Nickel-Cadmium battery,
,81954,31,89,120,480,3840,32,469,smooth,48,20,194,2,2,2,Nickel battery - metal hydride,
,82016,20,220,240,1920,15360,92,483,heavy,41,57,62,1,1,2,Nickel-iron battery,
,82075,53,155,208,624,4992,50,527,semi-heavy,32,55,205,1,2,3,Acid battery,
,82372,31,89,120,480,3840,95,244,smooth,23,27,26,1,1,2,On-air battery,
,82541,59,241,300,3000,24000,81,410,semi-heavy,26,51,213,1,2,1,Aluminum battery - air,
,82897,34,206,240,2400,19200,61,502,smooth,34,16,22,1,2,1,Molten salt battery,
,82886,47,73,120,480,3840,71,261,heavy,44,73,64,1,1,2,Zinc-bromine battery,
,83012,80,520,600,1200,9600,46,443,smooth,57,73,130,2,1,1,Oxidation battery ‌ Vanadium reduction,
,83252,58,150,208,1664,13312,85,350,semi-heavy,24,68,210,1,2,3,Nickel-Cadmium battery,
,83272,53,67,120,840,6720,56,462,smooth,10,58,174,2,2,1,Nickel battery - metal hydride,
,83428,66,174,240,3120,24960,68,259,heavy,13,26,202,1,1,2,Nickel-iron battery,
,83345,40,80,120,1200,9600,109,213,smooth,16,22,203,2,2,2,Acid battery,
,83452,78,130,208,1872,14976,48,509,semi-heavy,45,15,209,1,2,1,On-air battery,
,83733,31,569,600,3000,24000,35,336,smooth,32,18,281,1,2,2,Aluminum battery - air,
,83675,66,142,208,3328,26624,77,404,smooth,34,6,222,1,1,2,Molten salt battery,
,83255,38,202,240,2640,21120,48,434,heavy,11,30,149,1,1,2,Zinc-bromine battery,
,83369,60,540,600,6600,52800,95,280,smooth,27,31,198,1,2,3,Oxidation battery ‌ Vanadium reduction,
,83469,69,51,120,1800,14400,61,460,semi-heavy,21,18,280,2,2,2,Nickel-Cadmium battery,
,83523,26,214,240,2400,19200,84,263,smooth,47,66,145,2,1,2,Nickel battery - metal hydride,
,83683,58,242,300,2400,19200,73,331,heavy,54,74,278,2,1,1,Nickel-iron battery,
,83916,41,163,204,1224,9792,64,459,semi-heavy,55,75,107,1,1,3,Acid battery,
,84414,32,568,600,1200,9600,55,236,smooth,37,40,249,2,1,2,On-air battery,
,85343,39,261,300,2400,19200,90,257,semi-heavy,14,17,250,2,1,2,Aluminum battery - air,
,85831,40,80,120,1560,12480,97,219,smooth,41,47,120,2,2,3,Molten salt battery,
,85798,39,201,240,2160,17280,120,437,heavy,22,62,186,2,1,3,Zinc-bromine battery,
,85588,64,144,208,1664,13312,46,404,smooth,48,12,286,1,2,3,Oxidation battery ‌ Vanadium reduction,
,85516,20,100,120,720,5760,53,370,semi-heavy,10,36,110,2,2,2,Nickel-Cadmium battery,
,85628,46,254,300,3000,24000,53,217,smooth,31,41,58,1,2,2,Nickel battery - metal hydride,
,85819,46,194,240,1200,9600,62,438,heavy,12,11,74,2,1,1,Nickel-iron battery,
,85514,32,88,120,1560,12480,118,440,smooth,29,19,88,1,1,1,Acid battery,
,85355,40,560,600,3000,24000,51,241,semi-heavy,35,21,72,2,1,2,On-air battery,
,85429,44,164,208,3328,26624,53,400,smooth,45,39,89,1,1,2,Aluminum battery - air,
,85069,23,97,120,1080,8640,34,334,smooth,53,38,164,1,1,3,Molten salt battery,
,84564,40,200,240,1200,9600,32,381,heavy,38,23,72,1,2,1,Zinc-bromine battery,
,84611,67,53,120,360,2880,100,352,smooth,12,62,91,2,1,2,Oxidation battery ‌ Vanadium reduction,
,84734,79,129,208,2912,23296,76,496,semi-heavy,41,19,139,1,1,1,Nickel-Cadmium battery,
,84744,45,555,600,7200,57600,118,430,smooth,29,44,67,2,2,1,Nickel battery - metal hydride,
,85263,66,142,208,2496,19968,100,349,heavy,15,73,121,1,1,3,Nickel-iron battery,
,85394,29,211,240,3360,26880,74,382,semi-heavy,24,18,120,1,2,2,Acid battery,
,85590,37,563,600,5400,43200,71,379,smooth,41,63,227,2,1,2,On-air battery,
,85660,59,61,120,960,7680,31,427,semi-heavy,41,75,161,1,2,3,Aluminum battery - air,
,85768,74,166,240,2400,19200,55,470,smooth,55,46,250,2,2,1,Molten salt battery,
,86430,57,243,300,1500,12000,56,501,heavy,11,13,189,1,2,2,Zinc-bromine battery,
,86480,63,141,204,3060,24480,31,501,smooth,26,61,62,1,2,2,Oxidation battery ‌ Vanadium reduction,
,86346,52,548,600,3000,24000,107,541,semi-heavy,37,43,220,2,2,1,Nickel-Cadmium battery,
,86529,24,276,300,1800,14400,44,505,smooth,42,35,85,1,1,1,Nickel battery - metal hydride,
,86636,79,41,120,1200,9600,69,358,heavy,36,63,105,2,2,3,Nickel-iron battery,
,86935,78,162,240,720,5760,74,326,smooth,25,39,106,2,1,3,Acid battery,
,87416,53,155,208,1664,13312,57,536,semi-heavy,36,70,249,1,1,3,On-air battery,
,87477,41,79,120,1080,8640,45,391,smooth,32,66,207,1,2,3,Aluminum battery - air,
,87649,41,259,300,3600,28800,94,330,smooth,33,72,119,1,2,1,Molten salt battery,
,87844,57,183,240,720,5760,37,267,heavy,17,41,149,2,2,1,Zinc-bromine battery,
,87867,76,44,120,1920,15360,44,259,smooth,53,59,208,1,2,1,Oxidation battery ‌ Vanadium reduction,
,87905,45,555,600,8400,67200,83,363,semi-heavy,47,5,244,1,1,2,Nickel-Cadmium battery,
,87643,61,147,208,3328,26624,76,346,smooth,27,46,190,1,2,3,Nickel battery - metal hydride,
,87883,35,85,120,600,4800,36,264,heavy,38,71,50,1,1,3,Nickel-iron battery,
,87897,44,196,240,1920,15360,95,411,semi-heavy,50,64,90,1,1,3,Acid battery,
,87795,56,64,120,1920,15360,56,487,smooth,28,20,35,2,1,2,On-air battery,
,87744,25,183,208,1040,8320,41,476,semi-heavy,14,11,224,2,2,1,Aluminum battery - air,
,87832,44,556,600,1800,14400,100,233,smooth,15,25,150,2,2,1,Molten salt battery,
,87949,68,140,208,416,3328,30,531,heavy,17,33,202,2,1,2,Zinc-bromine battery,
,88005,48,192,240,2880,23040,59,217,smooth,53,41,126,1,1,2,Oxidation battery ‌ Vanadium reduction,
,88202,66,534,600,1800,14400,113,422,semi-heavy,54,56,286,1,1,2,Nickel-Cadmium battery,
,88261,47,73,120,840,6720,49,401,smooth,15,74,73,1,1,1,Nickel battery - metal hydride,
,88774,34,206,240,2640,21120,89,309,heavy,35,80,179,1,2,3,Nickel-iron battery,
,89339,39,261,300,2100,16800,67,491,smooth,22,43,85,2,1,1,Acid battery,
,90469,34,170,204,1428,11424,114,425,semi-heavy,56,37,59,1,2,1,On-air battery,
,90655,30,570,600,3600,28800,97,546,smooth,55,26,122,2,1,1,Aluminum battery - air,
,91255,25,275,300,1200,9600,46,268,smooth,55,65,116,2,1,3,Molten salt battery,
,91152,28,92,120,600,4800,104,333,heavy,43,77,176,1,2,1,Zinc-bromine battery,
,91296,46,194,240,1200,9600,38,352,smooth,13,14,95,2,1,3,Oxidation battery ‌ Vanadium reduction,
,90951,50,158,208,2288,18304,46,317,semi-heavy,10,37,279,2,1,2,Nickel-Cadmium battery,
,90936,71,49,120,1920,15360,74,294,smooth,37,43,107,2,1,1,Nickel battery - metal hydride,
,91092,77,223,300,2700,21600,87,225,heavy,47,24,222,2,1,3,Nickel-iron battery,
,91160,23,217,240,2400,19200,120,540,semi-heavy,50,74,166,1,2,1,Acid battery,
,91198,31,89,120,840,6720,58,213,smooth,47,35,205,1,1,3,On-air battery,
,91552,20,580,600,4200,33600,55,264,semi-heavy,15,61,275,1,2,1,Aluminum battery - air,
,92628,45,163,208,2912,23296,101,488,smooth,39,52,244,2,1,2,Molten salt battery,
,93282,65,55,120,1320,10560,34,503,heavy,46,71,95,1,1,1,Zinc-bromine battery,
,94606,21,219,240,2880,23040,69,417,smooth,49,63,64,1,2,2,Oxidation battery ‌ Vanadium reduction,
,95600,55,65,120,240,1920,108,361,semi-heavy,17,52,117,1,2,2,Nickel-Cadmium battery,
,95477,79,129,208,1248,9984,52,225,smooth,48,5,117,1,1,3,Nickel battery - metal hydride,
,95590,35,565,600,7200,57600,109,321,heavy,21,77,261,1,2,3,Nickel-iron battery,
,95508,66,142,208,3120,24960,85,316,smooth,60,33,136,1,1,1,Acid battery,
,96816,67,173,240,720,5760,90,380,semi-heavy,51,46,182,1,2,3,On-air battery,
,97529,49,551,600,6600,52800,119,517,smooth,24,64,94,1,1,1,Aluminum battery - air,
,98358,20,100,120,840,6720,111,401,smooth,32,69,56,2,1,1,Molten salt battery,
,98152,71,169,240,1920,15360,62,541,heavy,16,21,228,2,1,3,Zinc-bromine battery,
,97899,52,248,300,4500,36000,45,410,smooth,24,16,66,1,1,3,Oxidation battery ‌ Vanadium reduction,
,97211,46,158,204,2856,22848,84,541,semi-heavy,47,19,222,2,2,1,Nickel-Cadmium battery,
,95561,76,524,600,6000,48000,96,427,smooth,26,64,275,1,2,3,Nickel battery - metal hydride,
,96208,72,228,300,4200,33600,97,519,heavy,32,31,259,1,1,1,Nickel-iron battery,
,96241,69,51,120,1920,15360,75,218,semi-heavy,24,5,136,1,1,3,Acid battery,
,95929,69,171,240,2160,17280,91,369,smooth,44,47,263,1,2,2,On-air battery,
,96270,21,187,208,1456,11648,104,327,semi-heavy,45,39,191,2,2,3,Aluminum battery - air,
,96234,71,49,120,720,5760,68,246,smooth,20,29,198,1,2,3,Molten salt battery,
,96332,75,225,300,4200,33600,100,345,heavy,17,33,55,1,1,2,Zinc-bromine battery,
,96149,63,177,240,1440,11520,61,259,smooth,30,14,165,2,1,3,Oxidation battery ‌ Vanadium reduction,
,96185,52,68,120,1200,9600,87,521,semi-heavy,38,80,246,1,1,1,Nickel-Cadmium battery,
,96627,44,556,600,6000,48000,40,234,smooth,40,53,183,2,2,3,Nickel battery - metal hydride,
,97228,35,173,208,2496,19968,32,407,heavy,23,30,262,1,1,3,Nickel-iron battery,
,97944,61,59,120,600,4800,65,274,smooth,45,35,216,2,2,2,Acid battery,
,98596,66,174,240,2400,19200,119,491,semi-heavy,26,29,172,2,2,1,On-air battery,
,98923,32,88,120,720,5760,64,452,smooth,18,78,77,1,1,2,Aluminum battery - air,
,98817,72,136,208,416,3328,43,465,smooth,22,58,262,2,1,1,Molten salt battery,
,98221,27,573,600,4200,33600,46,246,heavy,37,52,122,2,2,2,Zinc-bromine battery,
,98626,59,149,208,2912,23296,74,231,smooth,49,23,109,1,1,3,Oxidation battery ‌ Vanadium reduction,
,99224,69,171,240,1920,15360,85,375,semi-heavy,18,33,281,1,2,1,Nickel-Cadmium battery,
,99522,42,558,600,1200,9600,71,373,smooth,25,49,148,2,2,1,Nickel battery - metal hydride,
,99355,27,93,120,960,7680,88,203,heavy,36,21,254,2,1,2,Nickel-iron battery,
,99414,48,192,240,3120,24960,93,325,semi-heavy,58,79,148,1,1,3,Acid battery,
,99046,35,265,300,3000,24000,39,238,smooth,12,80,71,1,1,1,On-air battery,
,98557,40,164,204,2652,21216,38,364,semi-heavy,49,42,57,2,1,3,Aluminum battery - air,
,98133,54,546,600,9000,72000,74,506,smooth,37,71,297,1,2,2,Molten salt battery,
,97718,73,227,300,4500,36000,49,201,heavy,26,51,151,2,2,3,Zinc-bromine battery,
